transaction_id,timestamp,merchant,user_id,location,category,amount,is_fraud
TXN00006923,2025-08-10 02:09:27.675995,airbnb,USER0664,jacksonville,travel,14.0,0
TXN00004723,2025-08-10 02:19:57.675995,walgreens,USER0793,san antonio,healthcare,23.01,0
TXN00004901,2025-08-10 02:20:58.675995,walgreens,USER0097,san antonio,healthcare,9.76,0
TXN00009942,2025-08-10 02:32:29.675995,booking.com,USER0381,san jose,travel,374.88,0
TXN00008657,2025-08-10 02:37:22.675995,costco,USER0290,dallas,grocery,239.24,0
TXN00002738,2025-08-10 02:46:39.675995,bestbuy,USER0238,jacksonville,retail,213.79,0
TXN00008865,2025-08-10 02:51:21.675995,netflix,USER0632,international,entertainment,352.95,1
TXN00003984,2025-08-10 02:57:05.675995,airbnb,USER0335,international,travel,44.32,0
TXN00002895,2025-08-10 04:10:31.675995,walgreens,USER0712,international,healthcare,15062.01,1
TXN00008006,2025-08-10 04:16:05.675995,trader joes,USER0122,chicago,grocery,37.41,0
TXN00004506,2025-08-10 04:54:55.675995,spotify,USER0428,international,entertainment,352.43,1
TXN00004908,2025-08-10 05:04:27.675995,home depot,USER0489,jacksonville,retail,45.67,0
TXN00007472,2025-08-10 05:35:16.675995,exxon,USER0109,houston,gas,7.51,0
TXN00002529,2025-08-10 05:43:19.675995,home depot,USER0190,san antonio,retail,8.52,0
TXN00000939,2025-08-10 05:53:26.675995,home depot,USER0097,san jose,retail,16.83,0
TXN00005245,2025-08-10 06:06:17.675995,costco,USER0342,dallas,grocery,32.59,0
TXN00004823,2025-08-10 06:35:33.675995,booking.com,USER0316,austin,travel,32.56,0
TXN00008011,2025-08-10 06:44:18.675995,uber,USER0958,international,transportation,55.55,0
TXN00002348,2025-08-10 06:46:48.675995,whole foods,USER0146,chicago,grocery,76.11,0
TXN00009981,2025-08-10 06:56:54.675995,airbnb,USER0608,new york,travel,18.09,0
TXN00009817,2025-08-10 07:33:32.675995,uber,USER0055,san jose,transportation,33.19,0
TXN00004139,2025-08-10 07:38:35.675995,marriott,USER0225,international,travel,33.28,0
TXN00002406,2025-08-10 07:41:18.675995,starbucks,USER0064,chicago,restaurant,6.96,0
TXN00004446,2025-08-10 07:45:55.675995,starbucks,USER0352,san diego,restaurant,11.54,0
TXN00000751,2025-08-10 07:52:00.675995,mcdonalds,USER0380,international,restaurant,6.54,0
TXN00005134,2025-08-10 08:06:57.675995,costco,USER0137,international,grocery,4.96,0
TXN00002125,2025-08-10 08:14:35.675995,marriott,USER0489,jacksonville,travel,63.85,0
TXN00004284,2025-08-10 08:18:04.675995,spotify,USER0621,new york,entertainment,13.0,0
TXN00008665,2025-08-10 08:31:38.675995,whole foods,USER0272,phoenix,grocery,92.9,0
TXN00007052,2025-08-10 08:38:19.675995,spotify,USER0922,dallas,entertainment,116.75,0
TXN00001228,2025-08-10 08:45:53.675995,shell,USER0963,houston,gas,105.28,0
TXN00009114,2025-08-10 09:03:27.675995,walgreens,USER0779,houston,healthcare,33.69,0
TXN00002021,2025-08-10 09:11:32.675995,netflix,USER0761,houston,entertainment,46.19,0
TXN00001114,2025-08-10 09:46:17.675995,amazon,USER0806,chicago,retail,39.67,0
TXN00002631,2025-08-10 09:46:25.675995,cvs,USER0287,houston,healthcare,57.73,0
TXN00000251,2025-08-10 09:51:57.675995,airbnb,USER0752,san diego,travel,99.63,0
TXN00004084,2025-08-10 09:57:38.675995,cvs,USER0265,new york,healthcare,159.72,0
TXN00005671,2025-08-10 09:59:29.675995,apple store,USER0354,phoenix,retail,35.0,0
TXN00007366,2025-08-10 10:05:14.675995,walmart,USER0027,san jose,retail,263.37,0
TXN00008731,2025-08-10 10:14:27.675995,delta airlines,USER0065,chicago,travel,28.31,0
TXN00004334,2025-08-10 10:20:06.675995,delta airlines,USER0061,new york,travel,58.42,0
TXN00009554,2025-08-10 10:57:07.675995,home depot,USER0666,san diego,retail,19.76,0
TXN00004935,2025-08-10 11:10:09.675995,apple store,USER0832,new york,retail,63.57,0
TXN00005064,2025-08-10 11:34:18.675995,shell,USER0651,new york,gas,80.83,0
TXN00007006,2025-08-10 11:51:02.675995,bestbuy,USER0328,international,retail,228.03,0
TXN00001081,2025-08-10 12:13:05.675995,bestbuy,USER0720,austin,retail,21.78,0
TXN00004806,2025-08-10 12:16:35.675995,safeway,USER0988,phoenix,grocery,13.64,0
TXN00003441,2025-08-10 12:23:33.675995,exxon,USER0386,san diego,gas,15.85,0
TXN00009423,2025-08-10 12:31:56.675995,amazon,USER0323,philadelphia,retail,38.01,0
TXN00007618,2025-08-10 12:38:14.675995,walgreens,USER0567,chicago,healthcare,6.85,0
TXN00000014,2025-08-10 12:51:39.675995,cvs,USER0414,dallas,healthcare,4.18,0
TXN00004560,2025-08-10 12:57:50.675995,whole foods,USER0890,san diego,grocery,9.17,0
TXN00005738,2025-08-10 13:04:03.675995,airbnb,USER0822,chicago,travel,15.58,0
TXN00009485,2025-08-10 13:10:49.675995,expedia,USER0177,international,travel,156.69,0
TXN00004114,2025-08-10 13:41:46.675995,mcdonalds,USER0445,chicago,restaurant,234.06,0
TXN00006961,2025-08-10 14:13:02.675995,expedia,USER0459,new york,travel,43.75,0
TXN00005619,2025-08-10 14:28:03.675995,bestbuy,USER0689,san jose,retail,27.53,0
TXN00009267,2025-08-10 14:33:51.675995,apple store,USER0761,new york,retail,3.28,0
TXN00009210,2025-08-10 14:38:27.675995,starbucks,USER0973,los angeles,restaurant,5.8,0
TXN00005305,2025-08-10 14:41:05.675995,target,USER0613,philadelphia,retail,121.33,0
TXN00002852,2025-08-10 14:50:46.675995,safeway,USER0120,san jose,grocery,8.79,0
TXN00006503,2025-08-10 15:22:48.675995,bestbuy,USER0057,san antonio,retail,6.4,0
TXN00008818,2025-08-10 15:22:54.675995,exxon,USER0791,austin,gas,59.23,0
TXN00006149,2025-08-10 15:25:48.675995,bestbuy,USER0408,san antonio,retail,45.11,0
TXN00001390,2025-08-10 15:28:23.675995,mcdonalds,USER0059,los angeles,restaurant,57.51,0
TXN00002223,2025-08-10 15:38:11.675995,marriott,USER0639,international,travel,26.64,0
TXN00007570,2025-08-10 15:39:41.675995,delta airlines,USER0180,dallas,travel,9.0,0
TXN00009882,2025-08-10 16:22:25.675995,apple store,USER0886,austin,retail,7.85,0
TXN00005509,2025-08-10 17:01:31.675995,exxon,USER0185,chicago,gas,27.94,0
TXN00006314,2025-08-10 17:40:13.675995,exxon,USER0302,san diego,gas,124.16,0
TXN00005838,2025-08-10 18:19:56.675995,walmart,USER0888,new york,retail,7.59,0
TXN00009749,2025-08-10 18:20:01.675995,safeway,USER0310,philadelphia,grocery,132.0,0
TXN00006072,2025-08-10 18:21:45.675995,walmart,USER0601,austin,retail,41.35,0
TXN00004766,2025-08-10 18:26:07.675995,home depot,USER0475,online,retail,8.01,0
TXN00003364,2025-08-10 18:44:14.675995,delta airlines,USER0580,san diego,travel,14.14,0
TXN00008275,2025-08-10 18:46:55.675995,mcdonalds,USER0538,houston,restaurant,52.13,0
TXN00008066,2025-08-10 18:57:17.675995,netflix,USER0881,dallas,entertainment,133.93,0
TXN00008696,2025-08-10 19:02:58.675995,expedia,USER0129,san antonio,travel,552.66,0
TXN00004124,2025-08-10 19:06:21.675995,bestbuy,USER0415,jacksonville,retail,47.9,0
TXN00003070,2025-08-10 20:06:30.675995,spotify,USER0763,san antonio,entertainment,7.22,0
TXN00006322,2025-08-10 20:11:12.675995,shell,USER0812,san jose,gas,20.79,0
TXN00008648,2025-08-10 20:11:14.675995,safeway,USER0300,houston,grocery,44.54,0
TXN00001723,2025-08-10 20:18:17.675995,airbnb,USER0939,austin,travel,69.3,0
TXN00007634,2025-08-10 20:22:50.675995,walmart,USER0554,houston,retail,305.65,0
TXN00009096,2025-08-10 20:24:45.675995,spotify,USER0727,online,entertainment,7.28,0
TXN00008171,2025-08-10 20:27:11.675995,airbnb,USER0014,phoenix,travel,150.9,0
TXN00005404,2025-08-10 20:35:37.675995,mcdonalds,USER0008,san jose,restaurant,11.92,0
TXN00002317,2025-08-10 20:41:05.675995,exxon,USER0641,san antonio,gas,15.79,0
TXN00001767,2025-08-10 20:41:59.675995,safeway,USER0718,austin,grocery,26.81,0
TXN00001586,2025-08-10 20:52:40.675995,bestbuy,USER0821,online,retail,40.92,0
TXN00005913,2025-08-10 20:54:26.675995,trader joes,USER0222,jacksonville,grocery,53.91,0
TXN00005190,2025-08-10 20:58:29.675995,booking.com,USER0509,new york,travel,15.45,0
TXN00009071,2025-08-10 21:01:16.675995,lyft,USER0186,san diego,transportation,17.73,0
TXN00009711,2025-08-10 21:14:09.675995,netflix,USER0823,chicago,entertainment,74.71,0
TXN00007208,2025-08-10 21:17:06.675995,booking.com,USER0859,philadelphia,travel,7.21,0
TXN00006521,2025-08-10 22:04:51.675995,delta airlines,USER0027,dallas,travel,30.27,0
TXN00000168,2025-08-10 22:06:47.675995,walgreens,USER0995,san jose,healthcare,24.67,0
TXN00003547,2025-08-10 22:11:17.675995,spotify,USER0277,online,entertainment,192.45,0
TXN00007563,2025-08-10 22:31:50.675995,lyft,USER0187,san antonio,transportation,94.38,0
TXN00005645,2025-08-10 22:38:35.675995,delta airlines,USER0155,los angeles,travel,4.09,0
TXN00009108,2025-08-10 22:46:11.675995,shell,USER0817,san antonio,gas,208.27,0
TXN00004739,2025-08-10 22:47:18.675995,booking.com,USER0469,san diego,travel,76.85,0
TXN00005205,2025-08-10 22:49:13.675995,expedia,USER0493,phoenix,travel,89.36,0
TXN00002019,2025-08-10 22:50:52.675995,marriott,USER0462,san jose,travel,7.48,0
TXN00001368,2025-08-10 22:53:20.675995,apple store,USER0189,san antonio,retail,19.45,0
TXN00001339,2025-08-10 23:05:09.675995,airbnb,USER0787,jacksonville,travel,40.63,0
TXN00008279,2025-08-10 23:15:35.675995,trader joes,USER0717,los angeles,grocery,129.38,0
TXN00004105,2025-08-10 23:32:13.675995,walgreens,USER0286,san jose,healthcare,44.33,0
TXN00001864,2025-08-10 23:53:36.675995,booking.com,USER0892,international,travel,158.41,0
TXN00002539,2025-08-10 23:59:13.675995,cvs,USER0205,jacksonville,healthcare,35.37,0
TXN00002109,2025-08-11 00:05:23.675995,home depot,USER0444,austin,retail,68.29,0
TXN00008571,2025-08-11 00:26:00.675995,bestbuy,USER0512,phoenix,retail,54.25,0
TXN00006861,2025-08-11 00:31:39.675995,uber,USER0075,los angeles,transportation,303.59,0
TXN00005260,2025-08-11 00:36:16.675995,whole foods,USER0888,los angeles,grocery,148.87,0
TXN00000532,2025-08-11 01:20:59.675995,exxon,USER0963,dallas,gas,30.59,0
TXN00001540,2025-08-11 01:37:26.675995,walmart,USER0145,online,retail,91.88,1
TXN00003762,2025-08-11 01:44:08.675995,apple store,USER0802,san diego,retail,12.48,0
TXN00009442,2025-08-11 02:03:43.675995,delta airlines,USER0883,dallas,travel,10.31,0
TXN00000051,2025-08-11 02:23:32.675995,spotify,USER0068,philadelphia,entertainment,20.86,0
TXN00009585,2025-08-11 02:47:21.675995,whole foods,USER0036,houston,grocery,5.01,0
TXN00006371,2025-08-11 02:52:16.675995,whole foods,USER0576,chicago,grocery,26.43,0
TXN00007713,2025-08-11 03:00:23.675995,bestbuy,USER0937,chicago,retail,49.4,0
TXN00005121,2025-08-11 03:02:48.675995,cvs,USER0705,los angeles,healthcare,19.62,0
TXN00001130,2025-08-11 03:06:32.675995,target,USER0766,los angeles,retail,48.7,0
TXN00004127,2025-08-11 03:08:03.675995,shell,USER0606,los angeles,gas,286.71,0
TXN00004643,2025-08-11 03:12:19.675995,mcdonalds,USER0814,chicago,restaurant,175.36,0
TXN00005575,2025-08-11 03:13:42.675995,lyft,USER0799,international,transportation,3.16,0
TXN00009232,2025-08-11 03:16:43.675995,marriott,USER0115,phoenix,travel,35.97,0
TXN00004660,2025-08-11 03:18:52.675995,whole foods,USER0524,jacksonville,grocery,196.05,0
TXN00007426,2025-08-11 03:25:38.675995,netflix,USER0734,san antonio,entertainment,22.38,0
TXN00001439,2025-08-11 03:28:19.675995,home depot,USER0703,los angeles,retail,79.99,0
TXN00002022,2025-08-11 03:31:14.675995,trader joes,USER0831,new york,grocery,169.49,0
TXN00000375,2025-08-11 03:35:48.675995,lyft,USER0012,online,transportation,13.19,0
TXN00004719,2025-08-11 03:46:36.675995,bestbuy,USER0195,san antonio,retail,37.87,0
TXN00000758,2025-08-11 03:53:12.675995,safeway,USER0554,chicago,grocery,11.82,0
TXN00002959,2025-08-11 03:58:58.675995,shell,USER0882,houston,gas,8.78,0
TXN00002422,2025-08-11 04:02:24.675995,walmart,USER0782,dallas,retail,25.15,0
TXN00003973,2025-08-11 04:09:03.675995,home depot,USER0534,international,retail,36.75,0
TXN00000019,2025-08-11 04:36:16.675995,trader joes,USER0272,san antonio,grocery,6.08,0
TXN00008222,2025-08-11 05:13:20.675995,whole foods,USER0721,austin,grocery,63.66,0
TXN00008556,2025-08-11 05:59:01.675995,cvs,USER0390,san jose,healthcare,21.69,0
TXN00000328,2025-08-11 06:04:26.675995,delta airlines,USER0061,san jose,travel,70.03,0
TXN00002378,2025-08-11 06:29:37.675995,booking.com,USER0731,phoenix,travel,20.16,0
TXN00005225,2025-08-11 07:00:17.675995,netflix,USER0617,los angeles,entertainment,9.13,0
TXN00006352,2025-08-11 07:38:28.675995,delta airlines,USER0024,san antonio,travel,6.52,0
TXN00002007,2025-08-11 07:50:41.675995,home depot,USER0371,online,retail,12.42,0
TXN00004741,2025-08-11 08:04:22.675995,starbucks,USER0330,international,restaurant,60.04,0
TXN00004605,2025-08-11 08:10:10.675995,starbucks,USER0768,austin,restaurant,24.42,0
TXN00006453,2025-08-11 08:12:32.675995,airbnb,USER0150,philadelphia,travel,15.75,1
TXN00003993,2025-08-11 08:29:17.675995,netflix,USER0449,phoenix,entertainment,81.56,0
TXN00008592,2025-08-11 08:29:35.675995,trader joes,USER0953,phoenix,grocery,338.0,0
TXN00003444,2025-08-11 08:32:32.675995,shell,USER0403,san diego,gas,76.29,0
TXN00007995,2025-08-11 08:56:06.675995,amazon,USER0798,chicago,retail,469.57,0
TXN00005136,2025-08-11 08:59:22.675995,expedia,USER0800,phoenix,travel,58.87,0
TXN00005607,2025-08-11 09:46:45.675995,whole foods,USER0059,chicago,grocery,21.02,0
TXN00006924,2025-08-11 09:52:24.675995,starbucks,USER0134,phoenix,restaurant,2.89,0
TXN00008387,2025-08-11 10:34:20.675995,walmart,USER0497,san jose,retail,51.65,0
TXN00007413,2025-08-11 10:40:15.675995,exxon,USER0699,san diego,gas,53.52,0
TXN00007897,2025-08-11 10:40:42.675995,shell,USER0033,jacksonville,gas,28.65,0
TXN00003942,2025-08-11 10:42:23.675995,target,USER0302,chicago,retail,16.18,0
TXN00002024,2025-08-11 11:17:25.675995,netflix,USER0380,new york,entertainment,0.88,0
TXN00003124,2025-08-11 11:33:47.675995,delta airlines,USER0571,phoenix,travel,28.01,0
TXN00005670,2025-08-11 11:36:44.675995,bestbuy,USER0387,new york,retail,663.08,0
TXN00000053,2025-08-11 11:38:39.675995,walgreens,USER0992,chicago,healthcare,68.99,0
TXN00003043,2025-08-11 11:51:59.675995,delta airlines,USER0715,los angeles,travel,43.34,0
TXN00000329,2025-08-11 12:08:38.675995,mcdonalds,USER0774,san jose,restaurant,70.39,0
TXN00005627,2025-08-11 12:16:29.675995,home depot,USER0300,dallas,retail,103.85,0
TXN00008454,2025-08-11 12:34:59.675995,shell,USER0823,philadelphia,gas,8.83,0
TXN00001710,2025-08-11 12:41:14.675995,mcdonalds,USER0353,dallas,restaurant,125.02,0
TXN00001814,2025-08-11 12:45:09.675995,safeway,USER0351,philadelphia,grocery,23.99,0
TXN00009591,2025-08-11 12:55:05.675995,bestbuy,USER0469,philadelphia,retail,22.78,0
TXN00006554,2025-08-11 13:19:24.675995,lyft,USER0643,online,transportation,23.65,0
TXN00006057,2025-08-11 13:42:37.675995,booking.com,USER0655,san antonio,travel,113.38,0
TXN00004349,2025-08-11 13:45:25.675995,apple store,USER0328,new york,retail,16.9,0
TXN00009691,2025-08-11 13:49:44.675995,airbnb,USER0444,international,travel,23.05,0
TXN00004055,2025-08-11 13:54:11.675995,mcdonalds,USER0168,chicago,restaurant,42.42,0
TXN00007463,2025-08-11 13:58:32.675995,lyft,USER0539,san jose,transportation,8.31,0
TXN00000369,2025-08-11 14:25:21.675995,starbucks,USER0455,new york,restaurant,13.1,0
TXN00007092,2025-08-11 15:06:25.675995,walgreens,USER0228,international,healthcare,5.74,0
TXN00005823,2025-08-11 15:08:31.675995,shell,USER0895,jacksonville,gas,139.25,0
TXN00009464,2025-08-11 15:13:17.675995,target,USER0242,san jose,retail,63.07,0
TXN00000342,2025-08-11 15:36:32.675995,lyft,USER0401,jacksonville,transportation,44.43,0
TXN00001588,2025-08-11 15:40:04.675995,apple store,USER0155,austin,retail,12.27,0
TXN00004306,2025-08-11 16:02:55.675995,marriott,USER0830,new york,travel,15.55,0
TXN00003824,2025-08-11 16:03:09.675995,trader joes,USER0001,jacksonville,grocery,14.82,0
TXN00008401,2025-08-11 16:23:29.675995,spotify,USER0448,san diego,entertainment,134.02,1
TXN00007887,2025-08-11 16:54:24.675995,target,USER0392,san jose,retail,4.54,0
TXN00001834,2025-08-11 17:00:57.675995,marriott,USER0327,new york,travel,15.88,0
TXN00002559,2025-08-11 17:09:33.675995,airbnb,USER0581,los angeles,travel,100.4,0
TXN00001983,2025-08-11 17:22:53.675995,walmart,USER0506,phoenix,retail,93.21,0
TXN00001255,2025-08-11 17:30:35.675995,walgreens,USER0713,houston,healthcare,7.76,0
TXN00001849,2025-08-11 17:47:30.675995,starbucks,USER0067,houston,restaurant,55.29,0
TXN00004695,2025-08-11 18:18:17.675995,exxon,USER0835,san diego,gas,26.11,0
TXN00008811,2025-08-11 18:22:20.675995,target,USER0759,san diego,retail,49.25,0
TXN00006338,2025-08-11 18:51:01.675995,shell,USER0800,los angeles,gas,39.13,0
TXN00007850,2025-08-11 18:59:32.675995,cvs,USER0608,los angeles,healthcare,366.1,0
TXN00000474,2025-08-11 19:15:07.675995,starbucks,USER0227,san jose,restaurant,238.4,0
TXN00007103,2025-08-11 19:24:02.675995,marriott,USER0349,online,travel,23.17,0
TXN00005355,2025-08-11 19:36:31.675995,exxon,USER0586,san antonio,gas,96.92,0
TXN00003336,2025-08-11 19:45:25.675995,whole foods,USER0481,houston,grocery,6.43,0
TXN00005766,2025-08-11 19:46:16.675995,walmart,USER0902,philadelphia,retail,70.23,0
TXN00007545,2025-08-11 19:56:42.675995,safeway,USER0524,san jose,grocery,58.24,0
TXN00001536,2025-08-11 20:08:43.675995,expedia,USER0660,san diego,travel,61.33,0
TXN00004808,2025-08-11 20:22:46.675995,spotify,USER0713,online,entertainment,183.6,0
TXN00001593,2025-08-11 20:28:39.675995,cvs,USER0889,chicago,healthcare,97.98,0
TXN00001176,2025-08-11 20:31:18.675995,safeway,USER0732,san jose,grocery,4.34,0
TXN00003341,2025-08-11 20:33:55.675995,exxon,USER0999,online,gas,24.75,0
TXN00007815,2025-08-11 21:02:18.675995,home depot,USER0153,san jose,retail,39.71,0
TXN00003658,2025-08-11 21:23:06.675995,cvs,USER0586,san diego,healthcare,40.15,0
TXN00006268,2025-08-11 21:34:44.675995,shell,USER0724,houston,gas,105.7,0
TXN00005771,2025-08-11 21:36:13.675995,marriott,USER0388,philadelphia,travel,27.19,0
TXN00000089,2025-08-11 21:37:45.675995,target,USER0201,jacksonville,retail,61.31,0
TXN00005446,2025-08-11 21:42:03.675995,apple store,USER0464,san diego,retail,6.56,0
TXN00002444,2025-08-11 21:57:14.675995,costco,USER0973,international,grocery,18.11,0
TXN00008455,2025-08-11 22:09:01.675995,amazon,USER0677,dallas,retail,79.72,0
TXN00005591,2025-08-11 22:13:36.675995,cvs,USER0653,houston,healthcare,24.42,0
TXN00006328,2025-08-11 22:18:10.675995,trader joes,USER0912,new york,grocery,175.99,0
TXN00005544,2025-08-11 22:37:28.675995,mcdonalds,USER0211,dallas,restaurant,21.36,0
TXN00004409,2025-08-11 23:22:42.675995,spotify,USER0770,jacksonville,entertainment,94.77,0
TXN00001023,2025-08-11 23:43:34.675995,walgreens,USER0103,new york,healthcare,432.99,0
TXN00005227,2025-08-11 23:44:24.675995,target,USER0578,phoenix,retail,54.54,0
TXN00000050,2025-08-12 00:26:45.675995,delta airlines,USER0430,phoenix,travel,48.86,0
TXN00004112,2025-08-12 00:29:43.675995,cvs,USER0835,austin,healthcare,214.98,0
TXN00008162,2025-08-12 00:35:36.675995,lyft,USER0782,austin,transportation,85.53,0
TXN00005972,2025-08-12 00:41:00.675995,expedia,USER0086,phoenix,travel,75.42,0
TXN00009523,2025-08-12 00:49:50.675995,home depot,USER0612,los angeles,retail,448.61,0
TXN00004546,2025-08-12 00:55:35.675995,mcdonalds,USER0049,dallas,restaurant,29.35,0
TXN00004769,2025-08-12 00:57:05.675995,booking.com,USER0864,dallas,travel,86.15,0
TXN00006745,2025-08-12 01:04:28.675995,marriott,USER0848,new york,travel,10.95,0
TXN00000009,2025-08-12 01:06:35.675995,lyft,USER0167,san jose,transportation,63.5,0
TXN00001199,2025-08-12 01:19:31.675995,target,USER0852,jacksonville,retail,170.2,0
TXN00002522,2025-08-12 01:19:49.675995,safeway,USER0991,san antonio,grocery,51.47,0
TXN00002749,2025-08-12 01:20:57.675995,uber,USER0841,austin,transportation,25.91,0
TXN00006513,2025-08-12 01:27:18.675995,spotify,USER0198,new york,entertainment,22.94,0
TXN00006184,2025-08-12 01:36:23.675995,trader joes,USER0498,dallas,grocery,30.77,0
TXN00000580,2025-08-12 01:48:19.675995,lyft,USER0165,dallas,transportation,49.71,0
TXN00005001,2025-08-12 02:03:52.675995,uber,USER0765,dallas,transportation,19.22,0
TXN00009637,2025-08-12 02:07:41.675995,cvs,USER0721,chicago,healthcare,199.59,0
TXN00000216,2025-08-12 02:14:02.675995,expedia,USER0999,international,travel,61.55,1
TXN00007994,2025-08-12 02:18:28.675995,exxon,USER0132,austin,gas,14.17,0
TXN00009490,2025-08-12 02:31:33.675995,cvs,USER0051,san jose,healthcare,42.57,0
TXN00004770,2025-08-12 02:45:21.675995,safeway,USER0099,san jose,grocery,33.72,0
TXN00007260,2025-08-12 02:48:38.675995,airbnb,USER0812,austin,travel,357.94,0
TXN00002259,2025-08-12 02:49:50.675995,delta airlines,USER0495,international,travel,168.45,1
TXN00004122,2025-08-12 02:58:07.675995,mcdonalds,USER0997,san jose,restaurant,104.52,0
TXN00002342,2025-08-12 03:27:20.675995,bestbuy,USER0054,san jose,retail,59.77,0
TXN00006635,2025-08-12 03:34:37.675995,amazon,USER0176,online,retail,20.65,0
TXN00000504,2025-08-12 03:39:10.675995,exxon,USER0590,chicago,gas,15.17,0
TXN00002052,2025-08-12 03:41:08.675995,trader joes,USER0921,san diego,grocery,15.03,0
TXN00002660,2025-08-12 03:49:59.675995,starbucks,USER0955,san diego,restaurant,8.08,0
TXN00006399,2025-08-12 03:56:52.675995,marriott,USER0004,jacksonville,travel,5.93,0
TXN00006941,2025-08-12 04:26:45.675995,starbucks,USER0642,san diego,restaurant,105.4,0
TXN00008007,2025-08-12 04:26:58.675995,apple store,USER0146,philadelphia,retail,199.86,0
TXN00005111,2025-08-12 04:29:51.675995,shell,USER0543,san antonio,gas,697.33,0
TXN00008484,2025-08-12 04:51:18.675995,whole foods,USER0919,san jose,grocery,357.97,0
TXN00005497,2025-08-12 04:52:23.675995,walmart,USER0574,international,retail,15.15,0
TXN00004330,2025-08-12 05:53:47.675995,delta airlines,USER0721,dallas,travel,75.01,0
TXN00001375,2025-08-12 06:00:51.675995,netflix,USER0026,austin,entertainment,25.76,0
TXN00005564,2025-08-12 06:18:21.675995,whole foods,USER0330,san jose,grocery,34.39,0
TXN00006279,2025-08-12 06:44:48.675995,delta airlines,USER0891,san diego,travel,35.45,0
TXN00008473,2025-08-12 08:08:41.675995,safeway,USER0630,los angeles,grocery,16.23,0
TXN00001050,2025-08-12 08:12:08.675995,airbnb,USER0984,san diego,travel,15.63,0
TXN00005768,2025-08-12 08:25:33.675995,home depot,USER0255,new york,retail,42.36,0
TXN00005173,2025-08-12 08:28:45.675995,expedia,USER0259,los angeles,travel,10.03,0
TXN00002226,2025-08-12 08:57:28.675995,exxon,USER0542,jacksonville,gas,181.91,0
TXN00009551,2025-08-12 09:06:23.675995,booking.com,USER0297,chicago,travel,36.12,0
TXN00004304,2025-08-12 09:08:51.675995,delta airlines,USER0712,san antonio,travel,6.9,0
TXN00007000,2025-08-12 09:35:33.675995,uber,USER0736,international,transportation,84.96,0
TXN00003034,2025-08-12 09:42:19.675995,home depot,USER0821,san diego,retail,35.54,0
TXN00006287,2025-08-12 09:53:28.675995,amazon,USER0778,san diego,retail,76.6,0
TXN00006569,2025-08-12 10:01:39.675995,costco,USER0289,international,grocery,155.5,0
TXN00007657,2025-08-12 10:21:36.675995,exxon,USER0965,chicago,gas,2.55,0
TXN00006717,2025-08-12 10:22:23.675995,cvs,USER0408,new york,healthcare,30.05,0
TXN00004104,2025-08-12 10:33:37.675995,target,USER0699,houston,retail,30.72,0
TXN00007498,2025-08-12 10:38:08.675995,lyft,USER0426,san antonio,transportation,1.19,0
TXN00000797,2025-08-12 10:38:43.675995,expedia,USER0589,online,travel,75.02,1
TXN00001661,2025-08-12 10:47:56.675995,apple store,USER0634,san jose,retail,28.74,0
TXN00007752,2025-08-12 10:52:58.675995,home depot,USER0885,san antonio,retail,87.53,0
TXN00008941,2025-08-12 11:04:27.675995,walgreens,USER0421,online,healthcare,301.93,0
TXN00006580,2025-08-12 11:31:02.675995,bestbuy,USER0782,international,retail,23.44,0
TXN00004176,2025-08-12 11:32:33.675995,airbnb,USER0443,austin,travel,32.75,0
TXN00009642,2025-08-12 11:33:48.675995,home depot,USER0289,houston,retail,45.48,0
TXN00003940,2025-08-12 11:38:42.675995,costco,USER0080,phoenix,grocery,52.19,0
TXN00000510,2025-08-12 11:41:26.675995,mcdonalds,USER0370,philadelphia,restaurant,45.81,0
TXN00008398,2025-08-12 11:44:07.675995,bestbuy,USER0179,international,retail,74.56,0
TXN00003397,2025-08-12 12:18:27.675995,bestbuy,USER0567,new york,retail,197.74,0
TXN00008293,2025-08-12 12:31:10.675995,starbucks,USER0642,los angeles,restaurant,458.75,0
TXN00003092,2025-08-12 12:45:54.675995,marriott,USER0971,san jose,travel,29.57,0
TXN00006595,2025-08-12 13:23:28.675995,safeway,USER0743,philadelphia,grocery,163.01,0
TXN00008800,2025-08-12 13:41:02.675995,starbucks,USER0297,online,restaurant,12.44,0
TXN00001955,2025-08-12 13:50:53.675995,netflix,USER0857,dallas,entertainment,172.32,0
TXN00005527,2025-08-12 14:01:03.675995,delta airlines,USER0086,los angeles,travel,33.64,0
TXN00000616,2025-08-12 14:09:35.675995,netflix,USER0416,houston,entertainment,37.76,0
TXN00001006,2025-08-12 14:10:02.675995,trader joes,USER0982,new york,grocery,96.95,0
TXN00005986,2025-08-12 14:10:50.675995,expedia,USER0513,houston,travel,12.72,0
TXN00006244,2025-08-12 14:12:05.675995,safeway,USER0842,san antonio,grocery,16.02,0
TXN00002061,2025-08-12 14:26:45.675995,home depot,USER0973,online,retail,28.08,0
TXN00001785,2025-08-12 14:44:36.675995,uber,USER0893,houston,transportation,5.76,0
TXN00000660,2025-08-12 14:52:30.675995,netflix,USER0096,austin,entertainment,16.64,0
TXN00007401,2025-08-12 15:15:56.675995,home depot,USER0332,new york,retail,65.95,0
TXN00009699,2025-08-12 15:40:20.675995,exxon,USER0484,chicago,gas,5.54,0
TXN00007151,2025-08-12 15:52:38.675995,uber,USER0375,online,transportation,80.58,0
TXN00009212,2025-08-12 16:00:19.675995,marriott,USER0049,new york,travel,142.0,0
